iom_source_index,location_pcode,location_name,adm1_name,adm2_name,adm3_name,adm3_pcode,best_candidate_hot_id,best_candidate_hot_name,best_candidate_score,best_candidate_status,accepted_hot_id,accepted_hot_name,accepted_similarity_score,accepted_match_status,accepted_candidate_rank,matching_decision,automatic_acceptance_threshold
2243,C2055,Big Dabaa,Aleppo,Ain Al Arab,Sarin,SY020602,node/571221427,Bi'r Bakkar,60.0,Low confidence,,,,,,Review required,85.0
2312,C8105,Big Hamiyr,Aleppo,Ain Al Arab,Sarin,SY020602,node/571219834,Bi'r Mahalli,63.64,Low confidence,,,,,,Review required,85.0
425,C2099,Big Kamit - Big Kojeh Kamit,Aleppo,Ain Al Arab,Sarin,SY020602,node/571220377,Kamit Kabira,48.65,Low confidence,,,,,,Review required,85.0
761,C2085,Big Khushkhash,Aleppo,Ain Al Arab,Sarin,SY020602,node/571220687,Khushkhash Kabir,86.67,High confidence,node/571220687,Khushkhash Kabir,86.67,High confidence,1.0,Accepted,85.0
2289,C2050,Bir Amaa,Aleppo,Ain Al Arab,Sarin,SY020602,node/4031888750,Ramala,71.43,Review,,,,,,Review required,85.0
599,C2036,Bir Bakkar,Aleppo,Ain Al Arab,Sarin,SY020602,node/571221427,Bi'r Bakkar,95.24,High confidence,node/571221427,Bi'r Bakkar,95.24,High confidence,1.0,Accepted,85.0
2345,C2044,Bir Dalleh,Aleppo,Ain Al Arab,Sarin,SY020602,node/4555802770,Bi'r Dalle,90.0,High confidence,node/4555802770,Bi'r Dalle,90.0,High confidence,1.0,Accepted,85.0
3960,C2051,Bir Eldam,Aleppo,Ain Al Arab,Sarin,SY020602,node/4555802131,Bir al Ramla,66.67,Low confidence,,,,,,Review required,85.0
4090,C7596,Bir Geni,Aleppo,Ain Al Arab,Sarin,SY020602,node/3586671085,Bi'r Hesu,58.82,Low confidence,,,,,,Review required,85.0
508,C2052,Bir Hsu - Kherbet Kalye,Aleppo,Ain Al Arab,Sarin,SY020602,node/12304221589,Khirbet al-Kafer,59.46,Low confidence,,,,,,Review required,85.0
750,C7527,Bir Jaff,Aleppo,Ain Al Arab,Sarin,SY020602,node/3586518243,Birak,61.54,Low confidence,,,,,,Review required,85.0
593,C2094,Bir Mahalli,Aleppo,Ain Al Arab,Sarin,SY020602,node/571219834,Bi'r Mahalli,95.65,High confidence,node/571219834,Bi'r Mahalli,95.65,High confidence,1.0,Accepted,85.0
2277,C2092,Bir Obedo - Bir Abdel Rahman,Aleppo,Ain Al Arab,Sarin,SY020602,node/4555802131,Bir al Ramla,57.89,Low confidence,,,,,,Review required,85.0
2298,C8915,Bir Qarmadli,Aleppo,Ain Al Arab,Sarin,SY020602,node/3755997584,Bir Qarmadli,100.0,Exact,node/3755997584,Bir Qarmadli,100.0,Exact,1.0,Accepted,85.0
765,C7475,Bir Quraydan,Aleppo,Ain Al Arab,Sarin,SY020602,node/3755997584,Bir Qarmadli,66.67,Low confidence,,,,,,Review required,85.0
586,C2089,Bir Rash - Kiktan,Aleppo,Ain Al Arab,Sarin,SY020602,node/571220388,Bi'r ash Shamli,60.0,Low confidence,,,,,,Review required,85.0
2315,C7386,Bir Shallal Gharbi,Aleppo,Ain Al Arab,Sarin,SY020602,node/12332356234,Shallal Gharbi,87.5,High confidence,node/12332356234,Shallal Gharbi,87.5,High confidence,1.0,Accepted,85.0
2360,C8074,Bir Shallal Sharqi,Aleppo,Ain Al Arab,Sarin,SY020602,node/571220976,Shallal Sharqi,87.5,High confidence,node/571220976,Shallal Sharqi,87.5,High confidence,1.0,Accepted,85.0
2344,C7458,Bir abu Tinah,Aleppo,Ain Al Arab,Sarin,SY020602,node/4556917693,Bir Abu at Tinah,89.66,High confidence,node/4556917693,Bir Abu at Tinah,89.66,High confidence,1.0,Accepted,85.0
516,C8911,Bir ash Shamli,Aleppo,Ain Al Arab,Sarin,SY020602,node/571220388,Bi'r ash Shamli,96.55,High confidence,node/571220388,Bi'r ash Shamli,96.55,High confidence,1.0,Accepted,85.0
581,C7422,Buashtulka,Aleppo,Ain Al Arab,Sarin,SY020602,node/571225489,Bash Dulki,70.0,Review,,,,,,Review required,85.0
2244,C9028,Dabah as-Saghir,Aleppo,Ain Al Arab,Sarin,SY020602,node/4031888748,Dab'a Kabira,66.67,Low confidence,,,,,,Review required,85.0
719,C8221,Dafi,Aleppo,Ain Al Arab,Sarin,SY020602,node/3586518223,Darflit,72.73,Review,,,,,,Review required,85.0
2254,C8224,Dali Hasan,Aleppo,Ain Al Arab,Sarin,SY020602,node/3586462040,Darb Hassan,76.19,Review,,,,,,Review required,85.0
4109,C8188,Damarjik,Aleppo,Ain Al Arab,Sarin,SY020602,node/4560121793,Abu Majid,58.82,Low confidence,,,,,,Review required,85.0
